UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Type_enc,Air temperature [K]_rolling_mean,Process temperature [K]_rolling_mean,Rotational speed [rpm]_rolling_mean,Torque [Nm]_rolling_mean,Tool wear [min]_rolling_mean,Air temperature [K]_rolling_std,Process temperature [K]_rolling_std,Rotational speed [rpm]_rolling_std,Torque [Nm]_rolling_std,Tool wear [min]_rolling_std,Air temperature [K]_rolling_var,Process temperature [K]_rolling_var,Rotational speed [rpm]_rolling_var,Torque [Nm]_rolling_var,Tool wear [min]_rolling_var
5598,L52777,L,302.7,312.0,1501,37.0,77,0,0,0,0,0,0,1,302.65999999999997,311.96,1587.0,35.720000000000006,71.6,0.05477225594944264,0.054772255866704866,218.89266776207722,9.467153743338068,3.9749213828703343,0.0030000000217912546,0.0030000000127277855,47913.99999999912,89.627,15.799999999999809
5599,L52778,L,302.8,312.1,1441,52.1,79,0,0,0,0,0,0,1,302.7,312.0,1604.4,36.540000000000006,74.0,0.07071067827566573,0.07071067820961081,198.22285438364347,10.870280585155108,4.123105625617654,0.005000000022204705,0.00500000001286313,39292.29999999912,118.16300000000007,16.99999999999995
5600,M20459,M,302.7,312.0,1652,31.0,81,0,0,0,0,0,0,2,302.71999999999997,312.02000000000004,1615.2,35.64,76.4,0.04472135980056511,0.044721359694562104,199.25536379229322,11.160331536294072,3.9749213828703702,0.0020000000224116013,0.002000000012930404,39702.69999999912,124.55300000000001,15.800000000000097
5601,L52780,L,302.8,312.1,1487,36.6,84,0,0,0,0,0,0,1,302.74,312.04,1523.8,38.68,79.0,0.05477225595699209,0.054772255869195624,79.63479139169714,7.908033889659313,3.8078865529319876,0.0030000000226182554,0.0030000000130006345,6341.699999999119,62.537000000000205,14.500000000000254
5602,L52781,L,302.9,312.2,1605,33.9,86,0,0,0,0,0,0,1,302.78000000000003,312.08000000000004,1537.2,38.12,81.4,0.08366600279103592,0.08366600273192906,87.83621121154486,8.177835899551921,3.6469165057621487,0.007000000023029631,0.007000000013139162,7715.1999999991185,66.87700000000017,13.300000000000399
5603,L52782,L,302.9,312.1,1334,54.7,88,0,0,0,0,0,0,1,302.82,312.1,1503.8,41.660000000000004,83.6,0.08366600279349708,0.07071067821205262,127.73292449481893,10.937229996667366,3.646916505762165,0.007000000023441462,0.005000000013208454,16315.699999999115,119.62300000000045,13.30000000000052
5604,L52783,L,302.9,312.2,1340,57.8,90,0,0,0,0,0,0,1,302.84000000000003,312.12,1483.6,42.8,85.8,0.08944271923219214,0.08366600273275965,146.72184568086345,12.484990989183792,3.4928498393146867,0.008000000023648755,0.007000000013278144,21527.29999999911,155.8750000000005,12.200000000000633
5605,L52784,L,302.9,312.2,1513,37.8,92,0,0,0,0,0,0,1,302.88,312.15999999999997,1455.8,44.16,88.0,0.04472135981905899,0.05477225587302905,116.99444431253609,11.180474050772652,3.162277660168499,0.002000000024065744,0.0030000000134205655,13687.699999999108,125.00300000000063,10.000000000000757
5606,L52785,L,302.9,312.2,1510,41.4,94,0,0,0,0,0,0,1,302.9,312.18,1460.4,45.12,90.0,4.927126543451006e-06,0.044721359700860996,118.96343976196681,10.557793330047748,3.1622776601685194,2.4276575975179463e-11,0.0020000000134937942,14152.299999999106,111.46700000000071,10.000000000000885
5607,L52786,L,302.9,312.2,1729,23.6,96,0,0,0,0,0,0,1,302.9,312.18,1485.2,43.059999999999995,92.0,4.927126543451006e-06,0.044721359700860996,161.84158921611933,13.80101445546669,3.1622776601685394,2.4276575975179463e-11,0.0020000000134937942,26192.69999999911,190.46800000000053,10.000000000001013
5608,M20467,M,302.9,312.2,1745,25.5,98,0,0,0,0,0,0,2,302.9,312.2,1567.4,37.22,94.0,4.927126543451006e-06,3.6835040542122936e-06,170.01558752067146,13.822156127030254,3.16227766016856,2.4276575975179463e-11,1.3568202117398404e-11,28905.2999999991,191.052,10.00000000000114
5609,M20468,M,303.1,312.3,1623,31.6,101,0,0,0,0,0,0,2,302.93999999999994,312.21999999999997,1624.0,31.979999999999997,96.2,0.08944271923806403,0.04472135970254197,112.89818421922956,7.664332978152733,3.4928498393147787,0.00800000002469915,0.002000000013644145,12745.999999999094,58.74199999999954,12.200000000001276
5610,M20469,M,303.1,312.4,1378,50.1,104,0,0,0,0,0,0,2,302.98,312.26,1597.0,34.440000000000005,98.6,0.10954451161568741,0.08944271917711127,154.54287431000853,11.171078730364396,3.9749213828705354,0.012000000025119476,0.00800000001379559,23883.499999999094,124.79299999999981,15.800000000001411
5611,L52790,L,303.1,312.4,1407,41.2,107,0,0,0,0,0,0,1,303.02,312.3,1576.4,34.4,101.2,0.10954451161759571,0.10000000006975238,174.601832750974,11.140242367201884,4.438468204234605,0.01200000002553756,0.010000000013950475,30485.7999999991,124.10499999999982,19.70000000000156
5612,M20471,M,303.0,312.3,1674,29.5,109,0,0,0,0,0,0,2,303.04,312.32000000000005,1565.4,35.58,103.8,0.08944271924390691,0.08366600273724757,163.99481699126684,9.960271080648354,4.438468204234621,0.008000000025744356,0.007000000014029117,26894.2999999991,99.20699999999994,19.7000000000017
5613,L52792,L,303.0,312.3,1486,42.4,112,0,0,0,0,0,0,1,303.06,312.34000000000003,1513.6,38.96,106.6,0.05477225598742207,0.05477225587930719,130.58445543018934,8.435223767037852,4.277849927241703,0.0030000000259516927,0.0030000000141083005,17052.299999999104,71.15300000000026,18.300000000001845
5614,M20473,M,303.0,312.3,1483,38.8,114,0,0,0,0,0,0,2,303.04,312.34000000000003,1485.6,40.4,109.2,0.05477225598549044,0.05477225587930719,115.38760765350455,7.417883795261316,3.9623225512320412,0.0030000000257400933,0.0030000000141083005,13314.2999999991,55.025000000000425,15.70000000000199
5615,H35028,H,303.0,312.2,1624,28.8,117,0,0,0,0,0,0,0,303.02,312.3,1534.8,36.14,111.8,0.04472135983539841,0.07071067821729599,110.37526896909064,6.51598035601704,3.962322551232059,0.0020000000255271863,0.0050000000139499776,12182.699999999104,42.45799999999995,15.700000000002134
5616,M20475,M,303.0,312.2,1257,71.3,122,1,0,0,1,0,0,2,303.0,312.26,1504.8,42.160000000000004,114.8,5.031383433137872e-06,0.05477225587644801,162.07313164124122,17.315109009186184,4.969909455915901,2.5314819251254235e-11,0.0030000000137950936,26267.699999999102,299.81300000000056,24.700000000002284
5617,L52796,L,303.0,312.3,1480,41.4,125,0,0,0,0,0,0,1,303.0,312.26,1466.0,44.54,118.0,5.031383433137872e-06,0.05477225587644801,131.84270931681849,15.899937106793876,5.431390245600335,2.5314819251254235e-11,0.0030000000137950936,17382.499999999098,252.80800000000085,29.500000000002466
5618,L52797,L,303.1,312.4,1404,61.5,127,1,0,0,1,0,0,1,303.02000000000004,312.28000000000003,1449.6,48.36,121.0,0.04472135983536982,0.08366600273630403,133.81816020256406,17.473780358010718,5.431390245600353,0.0020000000255246285,0.007000000013871235,17907.299999999097,305.3330000000012,29.500000000002657
5619,M20478,M,303.0,312.4,1645,29.6,129,0,0,0,0,0,0,2,303.02000000000004,312.3,1482.0,46.52,124.0,0.04472135983536982,0.10000000006974279,160.81511123025442,19.137319561526922,4.6904157598237335,0.0020000000255246285,0.010000000013948556,25861.499999999098,366.237000000001,22.00000000000285
5620,L52799,L,303.0,312.3,1932,21.9,132,0,0,0,0,0,0,1,303.02000000000004,312.32,1543.6,45.14,127.0,0.04472135983536982,0.0836660027372361,258.26788418229455,20.90198555161688,3.8078865529323536,0.0020000000255246285,0.007000000014027199,66702.29999999912,436.8930000000008,14.500000000003041
5621,L52800,L,303.0,312.3,1533,38.5,134,0,0,0,0,0,0,1,303.02000000000004,312.34,1598.8,38.58,129.4,0.04472135983536982,0.05477225587928967,205.8803050318294,14.934423323315837,3.646916505762531,0.0020000000255246285,0.003000000014106382,42386.699999999124,223.03700000000006,13.300000000003187
5622,M20481,M,302.9,312.2,1292,54.4,136,0,0,0,0,0,0,2,303.0,312.32,1561.2,41.18,131.6,0.07071067829768267,0.0836660027372361,246.216774408242,16.588158427022584,3.64691650576255,0.005000000025318372,0.007000000014027199,60622.69999999913,275.16700000000037,13.300000000003328
5623,L52802,L,302.9,312.2,1571,40.6,139,0,0,0,0,0,0,1,302.96,312.28,1594.6,37.0,134.0,0.0547722559778372,0.08366600273630022,230.37860143685032,12.254998980008112,3.8078865529324273,0.003000000024901723,0.007000000013870595,53074.29999999913,150.18499999999986,14.500000000003602
5624,L52803,L,302.9,312.3,1578,36.3,141,0,0,0,0,0,0,1,302.93999999999994,312.26,1581.2,38.339999999999996,136.4,0.05477225597594578,0.05477225587644217,228.656292281667,11.591936852830075,3.6469165057626287,0.0030000000246945286,0.0030000000137944535,52283.699999999124,134.37300000000005,13.300000000003902
5625,M20484,M,302.8,312.2,1469,36.9,143,0,0,0,0,0,0,2,302.9,312.24,1488.6,41.339999999999996,138.6,0.0707106782903472,0.05477225587573905,118.09868754562486,7.488190702699848,3.646916505762662,0.005000000024280978,0.003000000013717431,13947.299999999126,56.07300000000045,13.300000000004143
5626,L52805,L,302.7,312.1,1728,24.4,146,0,0,0,0,0,0,1,302.84,312.2,1527.6,38.519999999999996,141.0,0.08944271923228944,0.07071067821455573,160.87666083058514,10.763688958716713,3.8078865529325343,0.00800000002366616,0.005000000013562447,25881.29999999913,115.85700000000008,14.500000000004418
5627,H35040,H,302.7,312.1,1603,32.5,148,0,0,0,0,0,0,0,302.8,312.18,1589.8,34.14,143.4,0.10000000011628862,0.08366600273399193,92.68063443891144,6.1557290388709855,3.6469165057627406,0.010000000023257726,0.007000000013484345,8589.699999999139,37.89299999999951,13.300000000004717
5628,L52807,L,302.7,312.1,1597,39.8,153,0,0,0,0,0,0,1,302.76,312.16,1595.0,33.980000000000004,146.2,0.08944271922774223,0.08944271917494136,92.0896302522664,5.952898453694593,4.658325879541386,0.00800000002285273,0.008000000013407421,8480.49999999914,35.43699999999948,21.70000000000503
5629,L52808,L,302.7,312.1,1688,32.0,155,0,0,0,0,0,0,1,302.71999999999997,312.12,1617.0,33.12,149.0,0.044721359801007554,0.04472135969820211,99.8273509615433,5.843543445547347,4.9497474683063745,0.0020000000224511746,0.002000000013255976,9965.49999999914,34.14699999999936,24.50000000000536
5630,L52809,L,302.7,312.2,1405,51.4,157,0,0,0,0,0,0,1,302.7,312.12,1604.2,36.019999999999996,151.8,4.717009277882784e-06,0.04472135969820211,124.5821014431814,10.178506766711893,4.658325879541458,2.225017652763226e-11,0.002000000013255976,15520.699999999142,103.60199999999979,21.7000000000057
5631,M20490,M,302.8,312.2,1615,32.9,159,0,0,0,0,0,0,2,302.71999999999997,312.14,1581.6,37.72,154.4,0.04472135980097896,0.054772255872187134,105.26062891698466,8.286555376029296,4.2190046219465085,0.002000000022448617,0.0030000000133283376,11079.799999999146,68.66700000000004,17.800000000006005
5632,L52811,L,302.8,312.2,1515,36.8,162,0,0,0,0,0,0,1,302.74,312.15999999999997,1564.0,38.58,157.2,0.054772255957239835,0.054772255872844844,108.106429041011,7.819335010088784,3.4928498393155016,0.0030000000226453943,0.0030000000134003863,11686.999999999145,61.142000000000166,12.200000000006327
5633,L52812,L,302.7,312.2,1376,52.8,164,0,0,0,0,0,0,1,302.73999999999995,312.17999999999995,1519.8,41.17999999999999,159.4,0.054772255957239835,0.04472135970063539,133.44924128671224,10.142583497314702,3.6469165057629955,0.0030000000226453943,0.002000000013473615,17808.699999999142,102.87200000000053,13.300000000006577
5634,L52813,L,302.7,312.2,1447,47.5,166,0,0,0,0,0,0,1,302.74,312.2,1471.6,44.279999999999994,161.6,0.054772255957239835,3.680763908017479e-06,95.69116991655572,8.931797131596808,3.646916505763029,0.0030000000226453943,1.3548022946564104e-11,9156.799999999139,79.77700000000095,13.300000000006818
5635,M20494,M,302.6,312.2,1353,56.5,168,0,0,0,0,0,0,2,302.72,312.2,1461.2,45.3,163.8,0.08366600278756411,3.680763908017479e-06,106.90743659820463,10.155540359823357,3.4928498393156056,0.007000000022448687,1.3548022946564104e-11,11429.199999999142,103.13500000000113,12.200000000007051
5636,L52815,L,302.6,312.1,1502,47.3,171,0,0,0,0,0,0,1,302.68,312.18,1438.6,48.18,166.2,0.08366600278523884,0.04472135970060679,72.7550685519514,7.438212150779348,3.4928498393156433,0.007000000022059593,0.0020000000134710568,5293.299999999146,55.32700000000154,12.200000000007316
5637,L52816,L,302.6,312.0,1447,45.5,173,0,0,0,0,0,0,1,302.64,312.14,1425.0,49.92,168.4,0.0547722559483717,0.0894427191744361,60.17059082308519,4.578427677707902,3.6469165057631314,0.0030000000216739387,0.008000000013317039,3620.499999999144,20.962000000001773,13.300000000007568
5638,M20497,M,302.5,312.0,1487,46.1,175,0,0,0,0,0,0,2,302.6,312.1,1447.2,48.58,170.6,0.07071067826920897,0.10000000006581028,58.01034390519628,4.504664249419882,3.6469165057631647,0.0050000000212915814,0.010000000013162055,3365.1999999991435,20.292000000001593,13.30000000000781
5639,L52818,L,302.6,312.1,1519,38.1,178,0,0,0,0,0,0,1,302.58000000000004,312.08000000000004,1461.6,46.7,173.0,0.044721359785907376,0.0836660027316038,66.29328774468155,6.560487786742794,3.8078865529330157,0.0020000000211005736,0.007000000013084733,4394.799999999145,43.04000000000136,14.500000000008084
5640,L52819,L,302.6,312.1,1668,28.7,180,0,0,0,0,0,1,1,302.58000000000004,312.06000000000006,1524.6,41.14,175.4,0.044721359785907376,0.05477225586926826,84.47070498107111,7.835049457406171,3.6469165057632433,0.0020000000211005736,0.0030000000130085917,7135.299999999152,61.388000000000744,13.300000000008383
5641,L52820,L,302.6,312.1,1420,51.6,182,0,0,0,0,0,0,1,302.58000000000004,312.06000000000006,1508.2,42.0,177.6,0.044721359785907376,0.05477225586926826,96.9881436052838,8.850423718670244,3.646916505763276,0.0020000000211005736,0.0030000000130085917,9406.699999999153,78.33000000000084,13.300000000008625
5642,L52821,L,302.6,312.1,1473,37.3,184,0,0,0,0,0,0,1,302.58000000000004,312.08000000000004,1513.4,40.36,179.8,0.044721359785907376,0.04472135969628677,93.52165524625381,8.799318155402764,3.4928498393158645,0.0020000000211005736,0.0020000000130846623,8746.299999999153,77.42800000000071,12.20000000000886
5643,L52822,L,302.5,312.0,1495,38.8,186,0,0,0,0,0,0,1,302.58000000000004,312.08000000000004,1515.0,38.9,182.0,0.044721359785907376,0.04472135969628677,93.02419040227737,8.193595059557225,3.162277660169822,0.0020000000211005736,0.0020000000130846623,8653.499999999152,67.13500000000057,10.000000000009123
5644,L52823,L,302.5,312.0,1574,42.0,188,0,0,0,0,0,0,1,302.56000000000006,312.06000000000006,1526.0,39.68,184.0,0.05477225594139175,0.05477225586926826,96.79101197941445,8.283537891505095,3.1622776601698623,0.003000000020909324,0.0030000000130085917,9368.499999999152,68.61700000000066,10.00000000000938
5645,L52824,L,302.5,312.0,1383,51.3,190,0,0,0,0,0,0,1,302.54,312.04,1469.0,44.2,186.0,0.05477225593965082,0.05477225586856515,73.33825741043451,6.833373983619004,3.1622776601699027,0.0030000000207186144,0.003000000012931569,5378.499999999152,46.69500000000106,10.000000000009635
5646,M20505,M,302.5,312.0,1591,29.4,192,0,0,0,0,0,0,2,302.52000000000004,312.02,1503.2,39.76,188.0,0.044721359779510785,0.04472135969372003,83.88802059888617,7.944998426683332,3.162277660169943,0.002000000020528445,0.0020000000128550864,7037.199999999151,63.12300000000063,10.00000000000989
5647,M20506,M,302.4,311.8,1644,37.2,195,0,0,0,0,0,0,2,302.47999999999996,311.96,1537.4,39.74,190.2,0.0447213597752877,0.08944271917058519,101.50517228200319,7.952861120376781,3.4928498393160483,0.0020000000201507205,0.008000000012628168,10303.299999999148,63.24800000000063,12.200000000010146
5648,H35061,H,302.5,311.8,2370,14.7,198,0,0,0,0,0,0,0,302.47999999999996,311.91999999999996,1712.4,34.92,192.6,0.0447213597752877,0.10954451155797913,380.6288218198921,13.810756677314979,3.974921382871665,0.0020000000201507205,0.012000000012476225,144878.29999999914,190.73700000000025,15.800000000010392
5649,L52828,L,302.5,311.9,1401,44.9,203,0,0,0,0,0,0,1,302.47999999999996,311.9,1677.8,35.5,195.6,0.0447213597752877,0.10000000006200141,403.52905719414946,14.236748224225934,5.1283525619842765,0.0020000000201507205,0.010000000012400282,162835.69999999914,202.68500000000031,26.30000000001069
5650,M20509,M,302.5,311.9,1414,51.6,205,0,0,0,0,0,0,2,302.47999999999996,311.88,1684.0,35.56,198.6,0.0447213597752877,0.0836660027270628,398.06846144852915,14.320370106949063,5.4129474410907585,0.0020000000201507205,0.00700000001232488,158458.49999999913,205.07300000000035,29.30000000001099
5651,L52830,L,302.5,312.0,1456,46.3,208,0,0,0,0,0,0,1,302.47999999999996,311.88,1657.0,38.94,201.8,0.0447213597752877,0.0836660027270628,410.34253983714524,14.496309875275177,5.263078946777383,0.0020000000201507205,0.00700000001232488,168380.99999999913,210.1430000000006,27.70000000001133
5652,M20511,M,302.5,312.0,1447,45.7,210,0,0,0,0,0,0,2,302.5,311.91999999999996,1617.6,40.64,204.8,4.50985756619812e-06,0.08366600272794603,421.2164526701196,14.737638888234462,4.658325879542099,2.0338815267394436e-11,0.007000000012472672,177423.29999999912,217.19800000000075,21.70000000001167
5653,L52832,L,302.4,311.8,1727,26.5,213,0,0,0,0,0,0,1,302.48,311.91999999999996,1489.0,43.0,207.8,0.04472135977531629,0.08366600272794603,134.96851484697865,9.591663046625488,3.9623225512333056,0.0020000000201532784,0.007000000012472672,18216.499999999098,92.00000000000095,15.700000000012011
5654,L52833,L,302.4,311.7,1495,36.8,215,0,0,0,0,0,0,1,302.46,311.88,1507.8,41.38,210.2,0.054772255932801245,0.13038404815133717,125.88764832182345,9.870511638208063,3.962322551233339,0.0030000000199682814,0.017000000012330208,15847.699999999099,97.42700000000082,15.700000000012274
5655,L52834,L,302.3,311.6,1544,34.3,0,0,0,0,0,0,0,1,302.41999999999996,311.82,1533.8,37.92,169.2,0.08366600277053092,0.17888543823384517,114.5892665130513,8.299518058297153,94.6239927291171,0.007000000019598487,0.03200000001211484,13130.6999999991,68.88200000000055,8953.700000000008
5656,L52835,L,302.3,311.5,1387,47.3,2,0,0,0,0,0,0,1,302.38,311.71999999999997,1520.0,38.12,128.0,0.08366600276834152,0.19235384064727248,129.48745112943996,8.559906541545915,115.9504204390825,0.007000000019232131,0.037000000011756295,16766.9999999991,73.27200000000055,13444.500000000004
5657,M20516,M,302.3,311.5,1316,47.2,4,0,0,0,0,0,0,2,302.34000000000003,311.62,1493.8,38.42,86.8,0.05477225592276819,0.13038404814773139,158.05283926585784,8.91106054294328,116.1279466795138,0.0030000000188692144,0.01700000001138994,24980.6999999991,79.40700000000058,13485.699999999999
5658,L52837,L,302.3,311.5,1794,26.1,7,0,0,0,0,0,0,1,302.32,311.56,1507.2,38.339999999999996,45.6,0.04472135975895382,0.08944271916242495,183.55026559501104,9.045606668433056,94.73278207674467,0.0020000000186897737,0.00800000001116842,33690.699999999095,81.82300000000058,8974.299999999996
5659,M20518,M,302.2,311.4,1372,55.1,9,0,0,0,0,0,0,2,302.28000000000003,311.5,1482.6,42.0,4.4,0.04472135975495634,0.07071067819607832,193.56342629742608,11.606463716395313,3.646916505760865,0.0020000000183322286,0.005000000010949346,37466.79999999909,134.7100000000009,13.299999999991037
5660,M20519,M,302.3,311.5,1674,30.0,12,0,0,0,0,0,0,2,302.28,311.48,1508.6,41.14,6.8,0.04472135975495634,0.04472135967157018,211.74938016437991,12.448413553541704,3.9623225512306934,0.0020000000183322286,0.0020000000108739433,44837.79999999909,154.9630000000008,15.699999999991311
5661,L52840,L,302.2,311.4,1477,41.7,15,0,0,0,0,0,0,1,302.26,311.46,1526.6,40.02,9.4,0.054772255916224116,0.05477225584913071,202.44949987589274,11.999458321107696,4.277849927240506,0.0030000000181523477,0.003000000010802633,40985.79999999909,143.9870000000007,18.29999999999161
5662,L52841,L,302.2,311.4,1397,53.0,17,0,0,0,0,0,0,1,302.24,311.43999999999994,1542.8,41.18,12.0,0.05477225591458697,0.05477225584848467,183.76261861433923,13.097213444088052,4.123105625616679,0.003000000017973007,0.0030000000107318634,33768.699999999095,171.5370000000008,16.999999999991907
5663,L52842,L,302.2,311.5,1616,34.0,19,0,0,0,0,0,0,1,302.21999999999997,311.43999999999994,1507.2,42.760000000000005,14.4,0.044721359748941064,0.05477225584848467,133.22424704234243,11.155850483042562,3.9749213828693746,0.002000000017794206,0.0030000000107318634,17748.699999999088,124.45300000000096,15.799999999992181
5664,M20523,M,302.3,311.5,1530,42.3,21,0,0,0,0,0,0,2,302.24,311.4599999999999,1538.8,40.2,16.8,0.05477225591456685,0.054772255849130716,109.82121835054959,8.845620385252845,3.4928498393135157,0.0030000000179708037,0.0030000000108026336,12060.699999999088,78.2450000000007,12.199999999992453
5665,M20524,M,302.2,311.4,1539,35.1,24,0,0,0,0,0,0,2,302.21999999999997,311.43999999999994,1511.8,41.220000000000006,19.2,0.04472135974894106,0.05477225584848467,81.11534996533693,7.578720208584086,3.492849839313555,0.0020000000177942054,0.0030000000107318634,6579.699999999087,57.4370000000008,12.199999999992729
5666,L52845,L,302.3,311.4,1845,21.9,27,0,0,0,0,0,0,1,302.24,311.43999999999994,1585.4,37.26,21.6,0.05477225591456685,0.05477225584848467,165.10996335775462,11.44958514532297,3.9749213828694776,0.0030000000179708037,0.0030000000107318634,27261.29999999908,131.09300000000044,15.799999999993002
5667,L52846,L,302.2,311.4,1430,43.1,29,0,0,0,0,0,0,1,302.23999999999995,311.43999999999994,1592.0,35.279999999999994,24.0,0.05477225591456685,0.05477225584848467,156.11053776090543,8.531236721601402,4.123105625616845,0.0030000000179708037,0.0030000000107318634,24370.499999999076,72.78200000000025,16.999999999993275
5668,L52847,L,302.2,311.4,2080,19.2,31,0,0,0,0,0,0,1,302.24,311.41999999999996,1684.8,32.32,26.4,0.05477225591456685,0.04472135966919648,270.1808653476391,11.22773352017227,3.974921382869546,0.0030000000179708037,0.002000000010661633,72997.69999999908,126.06200000000001,15.799999999993545
5669,M20528,M,302.2,311.4,1432,45.3,33,0,0,0,0,0,0,2,302.21999999999997,311.4,1665.2,32.92,28.8,0.04472135974894106,3.2545265586866967e-06,287.23457312795597,11.9512342458844,3.4928498393137106,0.0020000000177942054,1.0591943121197071e-11,82503.69999999908,142.83200000000005,12.199999999993814
5670,M20529,M,302.2,311.5,1479,39.5,36,0,0,0,0,0,0,2,302.22,311.41999999999996,1653.2,33.8,31.2,0.04472135974894106,0.04472135966919648,294.9740666567132,12.308533625091176,3.49284983931375,0.0020000000177942054,0.002000000010661633,87009.69999999908,151.5000000000001,12.19999999999409
5671,L52850,L,302.2,311.5,1424,45.2,39,0,0,0,0,0,0,1,302.2,311.43999999999994,1569.0,38.46,33.6,4.1971352484239205e-06,0.05477225584848467,286.5030540849418,11.02011796670074,3.97492138286965,1.7615944293562523e-11,0.0030000000107318634,82083.99999999908,121.44300000000047,15.79999999999437
5672,H35085,H,302.2,311.6,1534,37.2,41,0,0,0,0,0,0,0,302.2,311.48,1589.8,37.279999999999994,36.0,4.1971352484239205e-06,0.0836660027183935,277.52333235243316,10.71060222396483,4.12310562561701,1.7615944293562526e-11,0.007000000010874228,77019.19999999908,114.71700000000038,16.999999999994643
5673,H35086,H,302.1,311.6,1701,26.2,46,0,0,0,0,0,0,0,302.18,311.52,1514.0,38.68,39.0,0.044721359744972176,0.08366600271923087,113.37768739923685,7.825407337640673,4.9497474683053255,0.002000000017439218,0.007000000011014347,12854.499999999069,61.23700000000049,24.499999999994976
5674,L52853,L,302.2,311.6,1462,50.0,51,0,0,0,0,0,0,1,302.18,311.56000000000006,1520.0,39.620000000000005,42.6,0.044721359744972176,0.05477225585232847,108.64851586652746,9.011770081399133,5.9413803110047905,0.002000000017439218,0.0030000000111529306,11804.499999999069,81.21200000000053,35.299999999995386
5675,M20534,M,302.2,311.7,1393,42.5,53,0,0,0,0,0,0,2,302.17999999999995,311.6,1502.8,40.220000000000006,46.0,0.044721359744972176,0.0707106781985121,122.66499093057917,9.10120871093508,6.082762530297872,0.002000000017439218,0.005000000011293533,15046.699999999068,82.83200000000056,36.99999999999577
5676,M20535,M,302.3,311.7,1453,42.5,56,0,0,0,0,0,0,2,302.2,311.64,1508.6,39.68,49.4,0.07071067824320472,0.054772255854896416,118.6267254879737,8.807212953028928,5.941380311004855,0.005000000017614026,0.0030000000114342347,14072.299999999068,77.56700000000053,35.299999999996146
5677,L52856,L,302.3,311.8,1565,37.8,59,0,0,0,0,0,0,1,302.22,311.67999999999995,1514.8,39.8,53.0,0.08366600275970623,0.08366600272259861,121.07105351816787,8.768979416100859,4.949747468305484,0.00700000001778717,0.007000000011577878,14658.199999999068,76.89500000000055,24.499999999996547
5678,L52857,L,302.3,311.8,1281,51.7,61,0,0,0,0,0,0,1,302.26,311.71999999999997,1430.8,44.9,56.0,0.05477225591605871,0.08366600272345126,104.09707008364386,5.791804554713561,4.123105625617282,0.0030000000181342277,0.007000000011720554,10836.199999999062,33.545000000000755,16.999999999996877
5679,M20538,M,302.2,311.7,1584,36.2,63,0,0,0,0,0,0,2,302.26,311.74,1455.2,42.14,58.4,0.05477225591605871,0.054772255858164226,125.36426923170357,6.036803790086327,3.974921382869999,0.0030000000181342277,0.0030000000117922053,15716.199999999058,36.44300000000064,15.799999999997144
5680,M20539,M,302.2,311.7,1466,49.0,66,0,0,0,0,0,0,2,302.26000000000005,311.74,1469.8,43.44,61.0,0.05477225591605871,0.054772255858164226,120.46451759750279,6.786972815622638,3.807886552931617,0.0030000000181342277,0.0030000000117922053,14511.699999999058,46.063000000000685,14.499999999997431
5681,M20540,M,302.2,311.6,1386,50.5,69,0,0,0,0,0,0,2,302.23999999999995,311.71999999999997,1456.4,45.04,63.6,0.05477225591447863,0.08366600272345126,126.38156511136845,7.423139497544199,3.9749213828700722,0.0030000000179611396,0.007000000011720554,15972.29999999906,55.10300000000074,15.799999999997727
5682,L52861,L,302.2,311.6,1383,44.3,72,0,0,0,0,0,0,1,302.21999999999997,311.68,1420.0,46.339999999999996,66.2,0.04472135974887829,0.08366600272259861,112.75859169038546,6.326373368684524,4.438468204234206,0.0020000000177885914,0.007000000011577877,12714.499999999063,40.02300000000078,19.699999999998013
5683,H35096,H,302.3,311.6,1441,53.9,74,0,0,0,0,0,0,0,302.21999999999997,311.64,1452.0,46.78,68.8,0.04472135974887829,0.05477225585489641,81.94205269578657,6.847408268827031,4.438468204234238,0.0020000000177885914,0.003000000011434234,6714.499999999063,46.88700000000079,19.6999999999983
5684,M20543,M,302.2,311.6,1592,37.7,79,0,0,0,0,0,0,2,302.21999999999997,311.62,1453.6,47.08,72.0,0.04472135974887829,0.04472135967702538,85.17804881540236,6.27710124181543,4.949747468305697,0.0020000000177885914,0.002000000011361872,7255.299999999067,39.40200000000082,24.499999999998657
5685,H35098,H,302.2,311.6,1594,36.8,82,0,0,0,0,0,0,0,302.22,311.6,1479.2,44.64,75.2,0.04472135974887829,3.359834381660355e-06,106.42227210503948,7.580105540162402,5.263078946776212,0.0020000000177885914,1.128848707218702e-11,11325.699999999066,57.45800000000074,27.699999999999
5686,L52865,L,302.2,311.5,1482,45.6,87,0,0,0,0,0,0,1,302.21999999999997,311.58000000000004,1498.4,43.66,78.8,0.04472135974887829,0.044721359675401605,93.24859248267003,6.921199318037352,6.058052492344334,0.0020000000177885914,0.002000000011216637,8695.299999999066,47.9030000000007,36.6999999999994
5687,L52866,L,302.2,311.6,1658,31.4,89,0,0,0,0,0,0,1,302.21999999999997,311.58000000000004,1553.4,41.08,82.2,0.04472135974887829,0.044721359675401605,89.17847273865516,8.778211662975588,6.058052492344365,0.0020000000177885914,0.002000000011216637,7952.799999999061,77.05700000000064,36.699999999999775
